contest	year	month	day	time	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
ÖFB-Cup  ÖFB-Cup	2019	02	Fr	19:00	61	Grazer AK 1902	FK Austria Wien	1.000000	0.000000	0.000000	0.000000	1.571429	1.000000	0.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.181818	1.181818	1.000000	0.900000	0.800000	0.100000	0.000000	1.714286	424
ÖFB-Cup  ÖFB-Cup	2019	02	Sa	12:00	63	LASK	SKN St. Pölten	6.000000	2.120000	0.440000	1.680000	1.761905	1.047619	0.714286	2.181818	1.000000	1.181818	2.071429	0.714286	1.357143	1.777778	1.000000	0.777778	1.750000	1.083333	0.666667	2.080000	1.809524	425
ÖFB-Cup  ÖFB-Cup	2019	02	So	15:00	3	SC Wiener Neustadt	Red Bull Salzburg	-1.000000	0.000000	0.000000	0.000000	2.593750	0.812500	1.781250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.357143	0.642857	1.714286	2.777778	0.944444	1.833333	0.000000	2.593750	426
ÖFB-Cup  ÖFB-Cup	2019	02	So	17:15	3	SK Rapid Wien	TSV Hartberg	3.000000	1.281250	0.250000	1.031250	1.761905	1.952381	-0.190476	1.066667	0.533333	0.533333	1.470588	1.941176	-0.470588	1.818182	1.363636	0.454545	1.700000	2.600000	-0.900000	1.343750	1.428571	427
Europa League  Europa League	2019	02	Do	18:55	4	Red Bull Salzburg	FC Brügge	4.000000	2.575758	0.272727	2.303030	2.000000	1.000000	1.000000	2.357143	0.642857	1.714286	2.736842	0.947368	1.789474	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	2.606061	3.000000	428
Bundesliga  Bundesliga	2019	02	Fr	19:30	7	LASK	FK Austria Wien	2.000000	2.269231	0.423077	1.846154	1.545455	1.045455	0.500000	2.500000	0.916667	1.583333	2.071429	0.714286	1.357143	2.181818	1.181818	1.000000	0.909091	0.909091	0.000000	2.115385	1.636364	429
Bundesliga  Bundesliga	2019	02	Sa	17:00	70	Wolfsberger AC	SC Rheindorf Altach	0.000000	1.666667	0.809524	0.857143	1.476190	1.523810	-0.047619	1.818182	1.545455	0.272727	1.500000	1.200000	0.300000	1.600000	1.900000	-0.300000	1.363636	1.181818	0.181818	1.571429	0.952381	430
Bundesliga  Bundesliga	2019	02	Sa	17:00	70	FC Admira Wacker Mödling	FC Wacker Innsbruck	3.000000	0.857143	1.000000	-0.142857	1.238095	1.571429	-0.333333	1.000000	2.100000	-1.100000	0.727273	2.181818	-1.454545	0.777778	1.111111	-0.333333	1.583333	1.916667	-0.333333	0.523810	1.095238	431
Bundesliga  Bundesliga	2019	02	So	14:30	71	SV Mattersburg	SK Sturm Graz	0.000000	1.350000	0.950000	0.400000	1.125000	1.375000	-0.250000	1.200000	1.900000	-0.700000	1.500000	1.700000	-0.200000	1.363636	1.272727	0.090909	0.923077	1.461538	-0.538462	1.150000	1.208333	432
Bundesliga  Bundesliga	2019	02	So	17:00	3	SK Rapid Wien	Red Bull Salzburg	2.000000	1.393939	0.303030	1.090909	2.617647	0.794118	1.823529	1.312500	0.625000	0.687500	1.470588	1.941176	-0.470588	2.466667	0.600000	1.866667	2.736842	0.947368	1.789474	1.393939	2.617647	433
Bundesliga  Bundesliga	2019	02	So	14:30	8	TSV Hartberg	SKN St. Pölten	0.000000	1.772727	0.681818	1.090909	1.681818	1.272727	0.409091	1.818182	1.363636	0.454545	1.727273	2.818182	-1.090909	1.777778	1.000000	0.777778	1.615385	1.461538	0.153846	1.363636	1.727273	434
Bundesliga  Bundesliga	2019	03	Sa	17:00	6	Red Bull Salzburg	Wolfsberger AC	3.000000	2.542857	0.257143	2.285714	1.590909	1.318182	0.272727	2.466667	0.600000	1.866667	2.600000	1.000000	1.600000	1.666667	1.416667	0.250000	1.500000	1.200000	0.300000	2.542857	1.545455	435
Bundesliga  Bundesliga	2019	03	Sa	17:00	6	SKN St. Pölten	SK Rapid Wien	-4.000000	1.652174	0.391304	1.260870	1.411765	1.264706	0.147059	1.777778	1.000000	0.777778	1.571429	1.428571	0.142857	1.352941	0.588235	0.764706	1.470588	1.941176	-0.470588	1.695652	1.441176	436
Bundesliga  Bundesliga	2019	03	Sa	17:00	7	SC Rheindorf Altach	FC Admira Wacker Mödling	-1.000000	1.409091	0.863636	0.545455	0.954545	2.045455	-1.090909	1.600000	1.900000	-0.300000	1.250000	1.083333	0.166667	1.181818	1.909091	-0.727273	0.727273	2.181818	-1.454545	0.954545	0.636364	437
Bundesliga  Bundesliga	2019	03	So	14:30	9	FK Austria Wien	TSV Hartberg	2.000000	1.478261	0.565217	0.913043	1.739130	2.043478	-0.304348	2.181818	1.181818	1.000000	0.833333	1.000000	-0.166667	1.750000	1.333333	0.416667	1.727273	2.818182	-1.090909	1.565217	1.347826	438
Bundesliga  Bundesliga	2019	03	So	14:30	7	SK Sturm Graz	LASK	-3.000000	1.120000	0.560000	0.560000	2.259259	0.777778	1.481481	1.363636	1.272727	0.090909	0.928571	1.428571	-0.500000	2.461538	0.846154	1.615385	2.071429	0.714286	1.357143	1.200000	2.148148	439
Bundesliga  Bundesliga	2019	03	So	17:00	7	FC Wacker Innsbruck	SV Mattersburg	-1.000000	1.181818	0.454545	0.727273	1.333333	1.761905	-0.428571	0.777778	1.111111	-0.333333	1.461538	2.000000	-0.538462	1.181818	1.818182	-0.636364	1.500000	1.700000	-0.200000	1.045455	1.142857	440
Europa League  Europa League	2019	03	Do	21:00	5	SSC Neapel	Red Bull Salzburg	3.000000	0.000000	0.000000	0.000000	2.555556	0.805556	1.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.500000	0.562500	1.937500	2.600000	1.000000	1.600000	0.000000	2.555556	441
Bundesliga  Bundesliga	2019	03	So	17:00	7	FK Austria Wien	SC Rheindorf Altach	-2.000000	1.583333	0.625000	0.958333	1.347826	1.434783	-0.086957	2.333333	1.250000	1.083333	0.833333	1.000000	-0.166667	1.454545	1.818182	-0.363636	1.250000	1.083333	0.166667	1.625000	0.913043	442
Bundesliga  Bundesliga	2019	03	So	17:00	7	Red Bull Salzburg	SK Sturm Graz	0.000000	2.486486	0.243243	2.243243	1.076923	1.423077	-0.346154	2.500000	0.562500	1.937500	2.476190	1.095238	1.380952	1.250000	1.416667	-0.166667	0.928571	1.428571	-0.500000	2.486486	1.153846	443
Bundesliga  Bundesliga	2019	03	So	17:00	7	LASK	FC Wacker Innsbruck	2.000000	2.285714	0.392857	1.892857	1.130435	1.608696	-0.478261	2.461538	0.846154	1.615385	2.133333	0.666667	1.466667	0.700000	1.100000	-0.400000	1.461538	2.000000	-0.538462	2.178571	1.000000	444
Bundesliga  Bundesliga	2019	03	So	17:00	8	FC Admira Wacker Mödling	SKN St. Pölten	1.000000	0.956522	0.913043	0.043478	1.583333	1.375000	0.208333	1.181818	1.909091	-0.727273	0.750000	2.000000	-1.250000	1.600000	1.300000	0.300000	1.571429	1.428571	0.142857	0.739130	1.625000	445
Bundesliga  Bundesliga	2019	03	So	17:00	8	TSV Hartberg	Wolfsberger AC	0.000000	1.750000	0.666667	1.083333	1.521739	1.391304	0.130435	1.750000	1.333333	0.416667	1.750000	2.916667	-1.166667	1.666667	1.416667	0.250000	1.363636	1.363636	0.000000	1.291667	1.478261	446
Bundesliga  Bundesliga	2019	03	So	17:00	8	SV Mattersburg	SK Rapid Wien	1.000000	1.318182	0.909091	0.409091	1.485714	1.228571	0.257143	1.181818	1.818182	-0.636364	1.454545	1.545455	-0.090909	1.352941	0.588235	0.764706	1.611111	1.833333	-0.222222	1.227273	1.485714	447
Europa League  Europa League	2019	03	Do	18:55	4	Red Bull Salzburg	SSC Neapel	2.000000	2.421053	0.236842	2.184211	3.000000	0.000000	3.000000	2.352941	0.529412	1.823529	2.476190	1.095238	1.380952	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	2.447368	3.000000	448
Bundesliga  Bundesliga	2019	03	So	17:00	7	SK Sturm Graz	FK Austria Wien	1.000000	1.037037	0.629630	0.407407	1.560000	1.200000	0.360000	1.250000	1.416667	-0.166667	0.866667	1.333333	-0.466667	2.230769	1.384615	0.846154	0.833333	1.000000	-0.166667	1.148148	1.560000	449
Bundesliga  Bundesliga	2019	03	So	17:00	3	FC Wacker Innsbruck	Red Bull Salzburg	-2.000000	1.083333	0.458333	0.625000	2.435897	0.846154	1.589744	0.700000	1.100000	-0.400000	1.357143	2.000000	-0.642857	2.388889	0.555556	1.833333	2.476190	1.095238	1.380952	0.958333	2.461538	450
Bundesliga  Bundesliga	2019	03	So	17:00	7	SC Rheindorf Altach	LASK	-1.000000	1.416667	0.833333	0.583333	2.275862	0.724138	1.551724	1.454545	1.818182	-0.363636	1.384615	1.076923	0.307692	2.428571	0.785714	1.642857	2.133333	0.666667	1.466667	1.000000	2.206897	451
Bundesliga  Bundesliga	2019	03	So	17:00	7	SKN St. Pölten	SV Mattersburg	-1.000000	1.600000	0.520000	1.080000	1.347826	1.652174	-0.304348	1.600000	1.300000	0.300000	1.600000	1.533333	0.066667	1.250000	1.750000	-0.500000	1.454545	1.545455	-0.090909	1.560000	1.304348	452
Bundesliga  Bundesliga	2019	03	So	17:00	7	Wolfsberger AC	FC Admira Wacker Mödling	0.000000	1.500000	0.708333	0.791667	1.041667	1.958333	-0.916667	1.666667	1.416667	0.250000	1.333333	1.333333	0.000000	1.333333	1.916667	-0.583333	0.750000	2.000000	-1.250000	1.458333	0.833333	453
Bundesliga  Bundesliga	2019	03	So	17:00	7	SK Rapid Wien	TSV Hartberg	0.000000	1.472222	0.277778	1.194444	1.720000	2.080000	-0.360000	1.352941	0.588235	0.764706	1.578947	1.842105	-0.263158	1.692308	1.307692	0.384615	1.750000	2.916667	-1.166667	1.444444	1.280000	454
Bundesliga  Bundesliga	2019	03	Sa	17:00	13	SK Rapid Wien	FC Admira Wacker Mödling	3.000000	1.486486	0.324324	1.162162	1.080000	1.960000	-0.880000	1.388889	0.666667	0.722222	1.578947	1.842105	-0.263158	1.333333	1.916667	-0.583333	0.846154	2.000000	-1.153846	1.432432	0.840000	455
Bundesliga  Bundesliga	2019	03	Sa	17:00	13	SC Rheindorf Altach	SV Mattersburg	1.000000	1.400000	0.880000	0.520000	1.333333	1.583333	-0.250000	1.416667	1.833333	-0.416667	1.384615	1.076923	0.307692	1.250000	1.750000	-0.500000	1.416667	1.416667	0.000000	0.960000	1.375000	456
Bundesliga  Bundesliga	2019	03	Sa	17:00	13	TSV Hartberg	FC Wacker Innsbruck	-2.000000	1.730769	0.653846	1.076923	1.040000	1.640000	-0.600000	1.692308	1.307692	0.384615	1.769231	2.846154	-1.076923	0.636364	1.181818	-0.545455	1.357143	2.000000	-0.642857	1.269231	0.920000	457
Bundesliga  Bundesliga	2019	03	So	17:00	14	Red Bull Salzburg	FK Austria Wien	4.000000	2.425000	0.250000	2.175000	1.500000	1.192308	0.307692	2.388889	0.555556	1.833333	2.454545	1.045455	1.409091	2.230769	1.384615	0.846154	0.769231	1.000000	-0.230769	2.475000	1.500000	458
Bundesliga  Bundesliga	2019	03	So	14:30	14	SK Sturm Graz	SKN St. Pölten	-1.000000	1.035714	0.607143	0.428571	1.538462	1.423077	0.115385	1.230769	1.307692	-0.076923	0.866667	1.333333	-0.466667	1.454545	1.272727	0.181818	1.600000	1.533333	0.066667	1.214286	1.500000	459
Bundesliga  Bundesliga	2019	03	So	14:30	14	Wolfsberger AC	LASK	-3.000000	1.520000	0.760000	0.760000	2.266667	0.733333	1.533333	1.692308	1.461538	0.230769	1.333333	1.333333	0.000000	2.428571	0.785714	1.642857	2.125000	0.687500	1.437500	1.440000	2.233333	460
ÖFB-Cup  ÖFB-Cup	2019	04	Mi	18:00	3	Grazer AK 1902	Red Bull Salzburg	-6.000000	2.000000	1.000000	1.000000	2.487805	0.829268	1.658537	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	2.526316	0.578947	1.947368	2.454545	1.045455	1.409091	3.000000	2.487805	461
ÖFB-Cup  ÖFB-Cup	2019	04	Mi	20:30	3	LASK	SK Rapid Wien	0.000000	2.290323	0.354839	1.935484	1.526316	1.236842	0.289474	2.428571	0.785714	1.642857	2.176471	0.647059	1.529412	1.473684	0.631579	0.842105	1.578947	1.842105	-0.263158	2.258065	1.473684	462
Bundesliga  Bundesliga	2019	04	Sa	17:00	3	FC Wacker Innsbruck	SK Rapid Wien	-2.000000	1.076923	0.500000	0.576923	1.512821	1.230769	0.282051	0.636364	1.181818	-0.545455	1.400000	1.866667	-0.466667	1.473684	0.631579	0.842105	1.550000	1.800000	-0.250000	1.000000	1.461538	463
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	FC Admira Wacker Mödling	SC Rheindorf Altach	0.000000	1.038462	0.884615	0.153846	1.423077	1.423077	0.000000	1.333333	1.916667	-0.583333	0.785714	2.071429	-1.285714	1.461538	1.769231	-0.307692	1.384615	1.076923	0.307692	0.807692	1.038462	464
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	SV Mattersburg	TSV Hartberg	3.000000	1.320000	0.840000	0.480000	1.666667	2.074074	-0.407407	1.250000	1.750000	-0.500000	1.384615	1.461538	-0.076923	1.571429	1.357143	0.214286	1.769231	2.846154	-1.076923	1.320000	1.222222	465
Bundesliga  Bundesliga	2019	04	So	14:30	7	FK Austria Wien	SK Sturm Graz	-1.000000	1.481481	0.666667	0.814815	1.000000	1.310345	-0.310345	2.230769	1.384615	0.846154	0.785714	1.285714	-0.500000	1.142857	1.285714	-0.142857	0.866667	1.333333	-0.466667	1.444444	1.172414	466
Bundesliga  Bundesliga	2019	04	So	17:00	4	LASK	Red Bull Salzburg	-2.000000	2.250000	0.375000	1.875000	2.571429	0.809524	1.761905	2.333333	0.800000	1.533333	2.176471	0.647059	1.529412	2.526316	0.578947	1.947368	2.608696	1.000000	1.608696	2.218750	2.500000	467
Bundesliga  Bundesliga	2019	04	So	14:30	7	SKN St. Pölten	Wolfsberger AC	-2.000000	1.518519	0.518519	1.000000	1.461538	1.461538	0.000000	1.454545	1.272727	0.181818	1.562500	1.437500	0.125000	1.571429	1.571429	0.000000	1.333333	1.333333	0.000000	1.555556	1.384615	468
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	SK Rapid Wien	SV Mattersburg	1.000000	1.525000	0.300000	1.225000	1.384615	1.538462	-0.153846	1.473684	0.631579	0.842105	1.571429	1.714286	-0.142857	1.384615	1.615385	-0.230769	1.384615	1.461538	-0.076923	1.500000	1.384615	469
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	FC Wacker Innsbruck	FC Admira Wacker Mödling	-2.000000	1.037037	0.555556	0.481481	1.037037	1.962963	-0.925926	0.583333	1.250000	-0.666667	1.400000	1.866667	-0.466667	1.307692	1.846154	-0.538462	0.785714	2.071429	-1.285714	0.962963	0.814815	470
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	TSV Hartberg	SC Rheindorf Altach	-1.000000	1.607143	0.678571	0.928571	1.407407	1.407407	0.000000	1.571429	1.357143	0.214286	1.642857	2.857143	-1.214286	1.461538	1.769231	-0.307692	1.357143	1.071429	0.285714	1.178571	1.037037	471
Bundesliga  Bundesliga	2019	04	So	14:30	7	Wolfsberger AC	FK Austria Wien	0.000000	1.518519	0.814815	0.703704	1.428571	1.321429	0.107143	1.571429	1.571429	0.000000	1.461538	1.307692	0.153846	2.071429	1.357143	0.714286	0.785714	1.285714	-0.500000	1.444444	1.392857	472
Bundesliga  Bundesliga	2019	04	So	17:00	7	Red Bull Salzburg	SK Sturm Graz	2.000000	2.558140	0.255814	2.302326	1.000000	1.266667	-0.266667	2.526316	0.578947	1.947368	2.583333	0.958333	1.625000	1.142857	1.285714	-0.142857	0.875000	1.250000	-0.375000	2.511628	1.233333	473
Bundesliga  Bundesliga	2019	04	So	14:30	7	LASK	SKN St. Pölten	0.000000	2.181818	0.424242	1.757576	1.500000	1.428571	0.071429	2.187500	0.875000	1.312500	2.176471	0.647059	1.529412	1.416667	1.416667	0.000000	1.562500	1.437500	0.125000	2.151515	1.500000	474
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	SC Rheindorf Altach	SK Rapid Wien	0.000000	1.392857	0.821429	0.571429	1.536585	1.195122	0.341463	1.461538	1.769231	-0.307692	1.333333	1.000000	0.333333	1.500000	0.650000	0.850000	1.571429	1.714286	-0.142857	1.107143	1.536585	475
Bundesliga  Bundesliga	2019	04	Sa	17:00	7	SV Mattersburg	FC Wacker Innsbruck	2.000000	1.370370	0.777778	0.592593	1.035714	1.642857	-0.607143	1.384615	1.615385	-0.230769	1.357143	1.500000	-0.142857	0.615385	1.384615	-0.769231	1.400000	1.866667	-0.466667	1.333333	0.928571	476
Bundesliga  Bundesliga	2019	04	So	17:00	7	FK Austria Wien	LASK	0.000000	1.413793	0.655172	0.758621	2.117647	0.735294	1.382353	2.071429	1.357143	0.714286	0.800000	1.266667	-0.466667	2.058824	0.823529	1.235294	2.176471	0.647059	1.529412	1.379310	2.117647	477
Bundesliga  Bundesliga	2019	04	So	14:30	7	SK Sturm Graz	Wolfsberger AC	-1.000000	1.000000	0.580645	0.419355	1.500000	1.428571	0.071429	1.142857	1.285714	-0.142857	0.882353	1.352941	-0.470588	1.533333	1.533333	0.000000	1.461538	1.307692	0.153846	1.193548	1.428571	478
Bundesliga  Bundesliga	2019	04	So	14:30	7	SKN St. Pölten	Red Bull Salzburg	0.000000	1.448276	0.586207	0.862069	2.568182	0.795455	1.772727	1.416667	1.416667	0.000000	1.470588	1.352941	0.117647	2.550000	0.600000	1.950000	2.583333	0.958333	1.625000	1.482759	2.522727	479
Bundesliga  Bundesliga	2019	04	Di	19:00	3	TSV Hartberg	SK Rapid Wien	-2.000000	1.551724	0.689655	0.862069	1.547619	1.214286	0.333333	1.466667	1.333333	0.133333	1.642857	2.857143	-1.214286	1.500000	0.650000	0.850000	1.590909	1.727273	-0.136364	1.137931	1.523810	480
Bundesliga  Bundesliga	2019	04	Di	19:00	3	FC Admira Wacker Mödling	SV Mattersburg	-2.000000	1.107143	0.857143	0.250000	1.428571	1.535714	-0.107143	1.307692	1.846154	-0.538462	0.933333	2.000000	-1.066667	1.500000	1.571429	-0.071429	1.357143	1.500000	-0.142857	0.892857	1.392857	481
Bundesliga  Bundesliga	2019	04	Di	19:00	3	FC Wacker Innsbruck	SC Rheindorf Altach	-4.000000	1.034483	0.620690	0.413793	1.413793	1.379310	0.034483	0.615385	1.384615	-0.769231	1.375000	1.937500	-0.562500	1.500000	1.785714	-0.285714	1.333333	1.000000	0.333333	0.896552	1.103448	482
Bundesliga  Bundesliga	2019	04	Mi	19:00	3	FK Austria Wien	SKN St. Pölten	0.000000	1.433333	0.700000	0.733333	1.433333	1.366667	0.066667	2.066667	1.400000	0.666667	0.800000	1.266667	-0.466667	1.384615	1.384615	0.000000	1.470588	1.352941	0.117647	1.366667	1.466667	483
Bundesliga  Bundesliga	2019	04	Mi	19:00	3	LASK	SK Sturm Graz	-1.000000	2.114286	0.400000	1.714286	1.000000	1.343750	-0.343750	2.058824	0.823529	1.235294	2.166667	0.722222	1.444444	1.133333	1.333333	-0.200000	0.882353	1.352941	-0.470588	2.085714	1.156250	484
Bundesliga  Bundesliga	2019	04	Mi	19:00	3	Red Bull Salzburg	Wolfsberger AC	2.000000	2.533333	0.266667	2.266667	1.517241	1.413793	0.103448	2.550000	0.600000	1.950000	2.520000	0.960000	1.560000	1.533333	1.533333	0.000000	1.500000	1.285714	0.214286	2.488889	1.482759	485
Bundesliga  Bundesliga	2019	04	Sa	17:00	4	SK Rapid Wien	TSV Hartberg	-1.000000	1.604651	0.302326	1.302326	1.566667	2.133333	-0.566667	1.500000	0.650000	0.850000	1.695652	1.739130	-0.043478	1.500000	1.500000	0.000000	1.642857	2.857143	-1.214286	1.558140	1.100000	486
Bundesliga  Bundesliga	2019	04	Sa	17:00	4	SV Mattersburg	FC Admira Wacker Mödling	0.000000	1.448276	0.758621	0.689655	1.068966	1.931034	-0.862069	1.500000	1.571429	-0.071429	1.400000	1.400000	0.000000	1.214286	1.857143	-0.642857	0.933333	2.000000	-1.066667	1.448276	0.862069	487
Bundesliga  Bundesliga	2019	04	Sa	17:00	4	SC Rheindorf Altach	FC Wacker Innsbruck	-3.000000	1.500000	0.833333	0.666667	1.000000	1.766667	-0.766667	1.500000	1.785714	-0.285714	1.500000	0.937500	0.562500	0.571429	1.571429	-1.000000	1.375000	1.937500	-0.562500	1.166667	0.866667	488
Bundesliga  Bundesliga	2019	04	So	14:30	4	SKN St. Pölten	FK Austria Wien	-1.000000	1.451613	0.580645	0.870968	1.451613	1.354839	0.096774	1.384615	1.384615	0.000000	1.500000	1.388889	0.111111	2.062500	1.437500	0.625000	0.800000	1.266667	-0.466667	1.451613	1.354839	489
Bundesliga  Bundesliga	2019	04	So	17:00	4	SK Sturm Graz	LASK	-1.000000	1.030303	0.606061	0.424242	2.083333	0.805556	1.277778	1.133333	1.333333	-0.200000	0.944444	1.333333	-0.388889	2.000000	0.888889	1.111111	2.166667	0.722222	1.444444	1.212121	2.027778	490
Bundesliga  Bundesliga	2019	04	So	14:30	4	Wolfsberger AC	Red Bull Salzburg	1.000000	1.500000	0.766667	0.733333	2.543478	0.804348	1.739130	1.533333	1.533333	0.000000	1.466667	1.400000	0.066667	2.571429	0.619048	1.952381	2.520000	0.960000	1.560000	1.433333	2.500000	491
ÖFB-Cup  ÖFB-Cup	2019	05	Mi	16:30	3	Red Bull Salzburg	SK Rapid Wien	2.000000	2.510638	0.276596	2.234043	1.636364	1.295455	0.340909	2.571429	0.619048	1.952381	2.461538	1.000000	1.461538	1.571429	0.809524	0.761905	1.695652	1.739130	-0.043478	2.446809	1.522727	492
Bundesliga  Bundesliga	2019	05	Sa	17:00	3	FC Admira Wacker Mödling	SK Rapid Wien	-1.000000	1.066667	0.866667	0.200000	1.600000	1.311111	0.288889	1.214286	1.857143	-0.642857	0.937500	1.937500	-1.000000	1.571429	0.809524	0.761905	1.625000	1.750000	-0.125000	0.866667	1.488889	493
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	FC Wacker Innsbruck	TSV Hartberg	1.000000	1.096774	0.709677	0.387097	1.645161	2.161290	-0.516129	0.571429	1.571429	-1.000000	1.529412	1.882353	-0.352941	1.500000	1.500000	0.000000	1.800000	2.866667	-1.066667	0.935484	1.161290	494
Bundesliga  Bundesliga	2019	05	So	17:00	7	FK Austria Wien	Red Bull Salzburg	-1.000000	1.468750	0.718750	0.750000	2.500000	0.812500	1.687500	2.062500	1.437500	0.625000	0.875000	1.250000	-0.375000	2.545455	0.590909	1.954545	2.461538	1.000000	1.461538	1.406250	2.458333	495
Bundesliga  Bundesliga	2019	05	So	14:30	7	SKN St. Pölten	SK Sturm Graz	-1.000000	1.437500	0.625000	0.812500	1.058824	1.382353	-0.323529	1.357143	1.428571	-0.071429	1.500000	1.388889	0.111111	1.187500	1.437500	-0.250000	0.944444	1.333333	-0.388889	1.406250	1.176471	496
Bundesliga  Bundesliga	2019	05	So	14:30	7	LASK	Wolfsberger AC	3.000000	2.108108	0.432432	1.675676	1.516129	1.451613	0.064516	2.000000	0.888889	1.111111	2.210526	0.789474	1.421053	1.562500	1.500000	0.062500	1.466667	1.400000	0.066667	2.054054	1.483871	497
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	SK Rapid Wien	FC Wacker Innsbruck	1.000000	1.652174	0.369565	1.282609	1.093750	1.687500	-0.593750	1.571429	0.809524	0.761905	1.720000	1.800000	-0.080000	0.600000	1.466667	-0.866667	1.529412	1.882353	-0.352941	1.521739	1.000000	498
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	SC Rheindorf Altach	FC Admira Wacker Mödling	0.000000	1.483871	0.935484	0.548387	1.129032	1.967742	-0.838710	1.466667	1.933333	-0.466667	1.500000	0.937500	0.562500	1.333333	2.000000	-0.666667	0.937500	1.937500	-1.000000	1.129032	0.838710	499
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	TSV Hartberg	SV Mattersburg	1.000000	1.593750	0.750000	0.843750	1.433333	1.466667	-0.033333	1.500000	1.500000	0.000000	1.687500	2.750000	-1.062500	1.466667	1.533333	-0.066667	1.400000	1.400000	0.000000	1.125000	1.433333	500
Bundesliga  Bundesliga	2019	05	So	14:30	7	SK Sturm Graz	FK Austria Wien	-2.000000	1.057143	0.657143	0.400000	1.454545	1.363636	0.090909	1.187500	1.437500	-0.250000	0.947368	1.263158	-0.315789	2.000000	1.470588	0.529412	0.875000	1.250000	-0.375000	1.228571	1.363636	501
Bundesliga  Bundesliga	2019	05	So	17:00	7	Red Bull Salzburg	LASK	1.000000	2.489796	0.265306	2.224490	2.131579	0.815789	1.315789	2.545455	0.590909	1.954545	2.444444	1.000000	1.444444	2.052632	0.842105	1.210526	2.210526	0.789474	1.421053	2.469388	2.078947	502
Bundesliga  Bundesliga	2019	05	So	14:30	7	Wolfsberger AC	SKN St. Pölten	4.000000	1.468750	0.750000	0.718750	1.393939	1.393939	0.000000	1.562500	1.500000	0.062500	1.375000	1.500000	-0.125000	1.266667	1.400000	-0.133333	1.500000	1.388889	0.111111	1.437500	1.363636	503
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	SV Mattersburg	SK Rapid Wien	1.000000	1.419355	0.741935	0.677419	1.638298	1.319149	0.319149	1.466667	1.533333	-0.066667	1.375000	1.437500	-0.062500	1.545455	0.772727	0.772727	1.720000	1.800000	-0.080000	1.387097	1.553191	504
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	FC Admira Wacker Mödling	FC Wacker Innsbruck	1.000000	1.156250	0.937500	0.218750	1.060606	1.666667	-0.606061	1.333333	2.000000	-0.666667	1.000000	1.941176	-0.941176	0.600000	1.466667	-0.866667	1.444444	1.833333	-0.388889	0.843750	0.969697	505
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	SC Rheindorf Altach	TSV Hartberg	2.000000	1.500000	0.968750	0.531250	1.606061	2.090909	-0.484848	1.500000	1.937500	-0.437500	1.500000	0.937500	0.562500	1.529412	1.470588	0.058824	1.687500	2.750000	-1.062500	1.125000	1.181818	506
Bundesliga  Bundesliga	2019	05	So	17:00	7	SKN St. Pölten	LASK	-1.000000	1.352941176	0.617647059	0.735294118	2.102564103	0.846153846	1.256410256	1.266666667	1.4	-0.133333333	1.421052632	1.526315789	-0.105263158	2.052631579	0.842105263	1.210526316	2.15	0.85	1.3	1.323529412	2.025641026	507
Bundesliga  Bundesliga	2019	05	So	17:00	7	FK Austria Wien	Wolfsberger AC	2.000000	1.5	0.735294118	0.764705882	1.545454545	1.454545455	0.090909091	2	1.470588235	0.529411765	1	1.235294118	-0.235294118	1.705882353	1.411764706	0.294117647	1.375	1.5	-0.125	1.411764706	1.484848485	508
Bundesliga  Bundesliga	2019	05	So	17:00	7	SK Sturm Graz	Red Bull Salzburg	-1.000000	1.055555556	0.722222222	0.333333333	2.48	0.82	1.66	1.176470588	1.529411765	-0.352941176	0.947368421	1.263157895	-0.315789474	2.52173913	0.608695652	1.913043478	2.444444444	1	1.444444444	1.194444444	2.48	509
