contest	date	year	month	day	time	viewers	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalDiff	guestTotalGoalDiff	homeTeamGoalsDiffAtHome	homeTeamGoalsDiffAway	guestTeamGoalsDiffAtHome	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints
Bundesliga  Bundesliga	04.11.2018	2018	11	So	17:00	5,038	4	SC Rheindorf Altach	SK Rapid Wien	0.000000	0.533333	0.272727	-0.857143	0.625000	0.900000	-0.250000	1.066667	1.409091
Europa League  Europa League	08.11.2018	2018	11	Do	21:00	12,386	4	Rosenborg BK	Red Bull Salzburg	-3.000000	0.000000	1.826087	0.000000	-3.000000	1.636364	2.000000	0.000000	2.652174
Europa League  Europa League	08.11.2018	2018	11	Do	18:55	22,100	4	SK Rapid Wien	FC Villarreal	0.000000	1.260870	5.000000	0.900000	-0.230769	5.000000	0.000000	1.391304	3.000000
Bundesliga  Bundesliga	10.11.2018	2018	11	Sa	17:00	9,218	7	SK Sturm Graz	SKN St. Pölten	0.000000	0.263158	1.125000	-0.625000	-0.818182	0.571429	1.555556	0.947368	1.937500
Bundesliga  Bundesliga	10.11.2018	2018	11	Sa	17:00	4,873	7	LASK	FC Admira Wacker Mödling	4.000000	1.750000	-1.187500	1.000000	1.500000	-1.250000	-1.125000	2.050000	0.562500
Bundesliga  Bundesliga	10.11.2018	2018	11	Sa	17:00	5,343	7	FC Wacker Innsbruck	SC Rheindorf Altach	1.000000	0.875000	-0.062500	-0.500000	-0.200000	-0.750000	0.625000	1.125000	1.062500
Bundesliga  Bundesliga	11.11.2018	2018	11	So	17:00	10,507	7	FK Austria Wien	Red Bull Salzburg	-2.000000	0.750000	1.875000	0.750000	0.125000	1.636364	2.076923	1.687500	2.666667
Bundesliga  Bundesliga	11.11.2018	2018	11	So	14:30	5,444	7	Wolfsberger AC	SK Rapid Wien	2.000000	1.000000	0.250000	0.125000	0.750000	0.818182	-0.230769	1.687500	1.375000
Bundesliga  Bundesliga	11.11.2018	2018	11	So	14:30	2,800	7	SV Mattersburg	TSV Hartberg	-1.000000	0.333333	0.250000	-1.000000	-0.125000	1.000000	-0.714286	1.200000	1.562500
Bundesliga  Bundesliga	24.11.2018	2018	11	Sa	17:00	2,857	13	FC Admira Wacker Mödling	FK Austria Wien	-1.000000	-0.235294	0.294118	-1.250000	-1.444444	0.444444	0.125000	0.529412	1.588235
Bundesliga  Bundesliga	24.11.2018	2018	11	Sa	17:00	4,870	13	TSV Hartberg	Red Bull Salzburg	-4.000000	1.294118	1.880000	1.000000	-0.500000	1.636364	2.071429	1.647059	2.680000
Bundesliga  Bundesliga	24.11.2018	2018	11	Sa	17:00	2,766	13	Wolfsberger AC	SV Mattersburg	0.000000	1.058824	-0.562500	0.333333	0.750000	-1.000000	-0.125000	1.764706	1.125000
Bundesliga  Bundesliga	25.11.2018	2018	11	So	14:30	3,876	15	SC Rheindorf Altach	SK Sturm Graz	-2.000000	0.470588	-0.700000	-0.750000	0.444444	-0.555556	-0.818182	1.000000	0.950000
Bundesliga  Bundesliga	25.11.2018	2018	11	So	17:00	17,600	15	SK Rapid Wien	LASK	-1.000000	1.200000	1.428571	0.818182	-0.357143	1.333333	1.500000	1.320000	2.095238
Bundesliga  Bundesliga	25.11.2018	2018	11	So	14:30	2,700	15	SKN St. Pölten	FC Wacker Innsbruck	2.000000	1.411765	-0.235294	0.571429	1.400000	-0.285714	-0.200000	1.882353	1.235294
Europa League  Europa League	29.11.2018	2018	11	Do	18:55	29,520	5	Red Bull Salzburg	RasenBallsport Leipzig	1.000000	2.423077	-1.000000	1.636364	2.200000	-1.000000	0.000000	2.692308	0.000000
Europa League  Europa League	29.11.2018	2018	11	Do	16:50	20,739	4	Spartak Moskau	SK Rapid Wien	-1.000000	0.000000	0.115385	0.000000	-2.000000	0.666667	-0.357143	0.000000	1.269231
Bundesliga  Bundesliga	01.12.2018	2018	12	Sa	17:00	9,025	7	FK Austria Wien	SKN St. Pölten	2.000000	0.666667	1.111111	0.444444	0.222222	0.750000	1.400000	1.666667	1.944444
Bundesliga  Bundesliga	01.12.2018	2018	12	Sa	17:00	4,957	6	LASK	TSV Hartberg	0.000000	1.818182	0.055556	1.333333	1.461538	0.500000	-0.500000	2.136364	1.555556
Bundesliga  Bundesliga	01.12.2018	2018	12	Sa	17:00	1,550	7	SV Mattersburg	FC Admira Wacker Mödling	0.000000	0.352941	-1.333333	-1.000000	-0.111111	-1.222222	-1.444444	1.117647	0.500000
Bundesliga  Bundesliga	02.12.2018	2018	12	So	17:00	8,074	7	SK Sturm Graz	Wolfsberger AC	3.000000	0.333333	0.500000	-0.555556	-0.583333	0.300000	0.750000	1.047619	1.722222
Bundesliga  Bundesliga	02.12.2018	2018	12	So	14:30	5,797	3	Red Bull Salzburg	SC Rheindorf Altach	1.000000	2.370370	-0.222222	1.583333	2.200000	-0.888889	0.444444	2.703704	0.944444
Bundesliga  Bundesliga	02.12.2018	2018	12	So	14:30	7,665	3	FC Wacker Innsbruck	SK Rapid Wien	-1.000000	0.833333	0.148148	-0.285714	-0.363636	0.666667	-0.266667	1.166667	1.333333
Bundesliga  Bundesliga	08.12.2018	2018	12	Sa	17:00	1,900	6	FC Admira Wacker Mödling	Red Bull Salzburg	0.000000	-0.157895	1.892857	-1.222222	-1.300000	1.538462	2.200000	0.526316	2.714286
Bundesliga  Bundesliga	08.12.2018	2018	12	Sa	17:00	2,655	7	Wolfsberger AC	LASK	0.000000	0.947368	1.347826	0.300000	0.333333	1.200000	1.461538	1.631579	2.086957
Bundesliga  Bundesliga	08.12.2018	2018	12	Sa	17:00	2,143	7	SKN St. Pölten	SC Rheindorf Altach	1.000000	1.368421	-0.263158	0.750000	1.090909	-0.888889	0.300000	1.842105	0.894737
Bundesliga  Bundesliga	09.12.2018	2018	12	So	14:30	2,700	8	SV Mattersburg	FK Austria Wien	1.000000	0.333333	0.421053	-0.888889	-0.111111	0.600000	0.222222	1.111111	1.736842
Bundesliga  Bundesliga	09.12.2018	2018	12	So	17:00	17,700	7	SK Rapid Wien	SK Sturm Graz	0.000000	1.142857	-0.409091	0.666667	-0.187500	-0.200000	-0.583333	1.392857	1.136364
Bundesliga  Bundesliga	09.12.2018	2018	12	So	14:30	2,733	7	TSV Hartberg	FC Wacker Innsbruck	0.000000	1.105263	-0.368421	0.500000	-0.444444	-0.375000	-0.363636	1.526316	1.105263
Europa League  Europa League	13.12.2018	2018	12	Do	21:00	56,578	5	Celtic Glasgow	Red Bull Salzburg	-1.000000	1.000000	1.827586	0.000000	-2.000000	1.538462	2.062500	0.000000	2.655172
Europa League  Europa League	13.12.2018	2018	12	Do	18:55	23,850	4	SK Rapid Wien	Glasgow Rangers	1.000000	1.103448	2.000000	0.615385	-0.187500	2.000000	0.000000	1.379310	3.000000
Bundesliga  Bundesliga	15.12.2018	2018	12	Sa	17:00	7,048	6	SK Sturm Graz	FC Admira Wacker Mödling	3.000000	0.434783	-1.200000	-0.200000	-0.538462	-1.100000	-1.300000	1.130435	0.550000
Bundesliga  Bundesliga	15.12.2018	2018	12	Sa	17:00	4,797	7	LASK	SV Mattersburg	1.000000	1.708333	-0.421053	1.200000	1.357143	-0.700000	-0.111111	2.041667	1.210526
Bundesliga  Bundesliga	15.12.2018	2018	12	Sa	17:00	2,035	7	FC Wacker Innsbruck	Wolfsberger AC	0.000000	0.800000	0.300000	-0.375000	-0.333333	0.272727	0.333333	1.100000	1.600000
Bundesliga  Bundesliga	16.12.2018	2018	12	So	17:00	16,582	7	FK Austria Wien	SK Rapid Wien	5.000000	0.750000	0.200000	0.600000	0.100000	0.642857	-0.187500	1.650000	1.433333
Bundesliga  Bundesliga	16.12.2018	2018	12	So	14:30	5,727	3	Red Bull Salzburg	SKN St. Pölten	4.000000	2.300000	0.950000	1.538462	2.000000	0.777778	1.090909	2.666667	1.900000
Bundesliga  Bundesliga	16.12.2018	2018	12	So	14:30	2,543	8	SC Rheindorf Altach	TSV Hartberg	5.000000	0.350000	0.050000	-0.888889	0.181818	0.454545	-0.444444	0.850000	1.500000
Europa League  Europa League	14.02.2019	2019	02	Do	21:00	16,457	60	FC Brügge	Red Bull Salzburg	1.000000	0.000000	1.870968	0.000000	0.000000	1.714286	2.000000	0.000000	2.677419
Europa League  Europa League	14.02.2019	2019	02	Do	18:55	23,850	60	SK Rapid Wien	Inter Mailand	-1.000000	1.096774	0.000000	0.642857	-0.470588	0.000000	0.000000	1.387097	0.000000
ÖFB-Cup  ÖFB-Cup	15.02.2019	2019	02	Fr	19:00	12,295	61	Grazer AK 1902	FK Austria Wien	1.000000	0.000000	0.571429	0.000000	0.000000	1.000000	0.100000	0.000000	1.714286
ÖFB-Cup  ÖFB-Cup	16.02.2019	2019	02	Sa	12:00	5,328	63	LASK	SKN St. Pölten	6.000000	1.680000	0.714286	1.181818	1.357143	0.777778	0.666667	2.080000	1.809524
ÖFB-Cup  ÖFB-Cup	17.02.2019	2019	02	So	15:00	2,170	3	SC Wiener Neustadt	Red Bull Salzburg	-1.000000	0.000000	1.781250	0.000000	0.000000	1.714286	1.833333	0.000000	2.593750
ÖFB-Cup  ÖFB-Cup	17.02.2019	2019	02	So	17:15	12,700	3	SK Rapid Wien	TSV Hartberg	3.000000	1.031250	-0.190476	0.533333	-0.470588	0.454545	-0.900000	1.343750	1.428571
Europa League  Europa League	21.02.2019	2019	02	Do	18:55	24,717	4	Red Bull Salzburg	FC Brügge	4.000000	2.303030	1.000000	1.714286	1.789474	1.000000	0.000000	2.606061	3.000000
Bundesliga  Bundesliga	22.02.2019	2019	02	Fr	19:30	6,009	7	LASK	FK Austria Wien	2.000000	1.846154	0.500000	1.583333	1.357143	1.000000	0.000000	2.115385	1.636364
Bundesliga  Bundesliga	23.02.2019	2019	02	Sa	17:00	3,198	70	Wolfsberger AC	SC Rheindorf Altach	0.000000	0.857143	-0.047619	0.272727	0.300000	-0.300000	0.181818	1.571429	0.952381
Bundesliga  Bundesliga	23.02.2019	2019	02	Sa	17:00	1,957	70	FC Admira Wacker Mödling	FC Wacker Innsbruck	3.000000	-0.142857	-0.333333	-1.100000	-1.454545	-0.333333	-0.333333	0.523810	1.095238
Bundesliga  Bundesliga	24.02.2019	2019	02	So	14:30	6,200	71	SV Mattersburg	SK Sturm Graz	0.000000	0.400000	-0.250000	-0.700000	-0.200000	0.090909	-0.538462	1.150000	1.208333
Bundesliga  Bundesliga	24.02.2019	2019	02	So	17:00	19,440	3	SK Rapid Wien	Red Bull Salzburg	2.000000	1.090909	1.823529	0.687500	-0.470588	1.866667	1.789474	1.393939	2.617647
Bundesliga  Bundesliga	24.02.2019	2019	02	So	14:30	1,965	8	TSV Hartberg	SKN St. Pölten	0.000000	1.090909	0.409091	0.454545	-1.090909	0.777778	0.153846	1.363636	1.727273
Bundesliga  Bundesliga	02.03.2019	2019	03	Sa	17:00	6,111	6	Red Bull Salzburg	Wolfsberger AC	3.000000	2.285714	0.272727	1.866667	1.600000	0.250000	0.300000	2.542857	1.545455
Bundesliga  Bundesliga	02.03.2019	2019	03	Sa	17:00	7,195	6	SKN St. Pölten	SK Rapid Wien	-4.000000	1.260870	0.147059	0.777778	0.142857	0.764706	-0.470588	1.695652	1.441176
Bundesliga  Bundesliga	02.03.2019	2019	03	Sa	17:00	3,618	7	SC Rheindorf Altach	FC Admira Wacker Mödling	-1.000000	0.545455	-1.090909	-0.300000	0.166667	-0.727273	-1.454545	0.954545	0.636364
Bundesliga  Bundesliga	03.03.2019	2019	03	So	14:30	8,422	9	FK Austria Wien	TSV Hartberg	2.000000	0.913043	-0.304348	1.000000	-0.166667	0.416667	-1.090909	1.565217	1.347826
Bundesliga  Bundesliga	03.03.2019	2019	03	So	14:30	11,154	7	SK Sturm Graz	LASK	-3.000000	0.560000	1.481481	0.090909	-0.500000	1.615385	1.357143	1.200000	2.148148
Bundesliga  Bundesliga	03.03.2019	2019	03	So	17:00	2,873	7	FC Wacker Innsbruck	SV Mattersburg	-1.000000	0.727273	-0.428571	-0.333333	-0.538462	-0.636364	-0.200000	1.045455	1.142857
Europa League  Europa League	07.03.2019	2019	03	Do	21:00	32,579	5	SSC Neapel	Red Bull Salzburg	3.000000	0.000000	1.750000	0.000000	0.000000	1.937500	1.600000	0.000000	2.555556
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	9,380	7	FK Austria Wien	SC Rheindorf Altach	-2.000000	0.958333	-0.086957	1.083333	-0.166667	-0.363636	0.166667	1.625000	0.913043
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	10,142	7	Red Bull Salzburg	SK Sturm Graz	0.000000	2.243243	-0.346154	1.937500	1.380952	-0.166667	-0.500000	2.486486	1.153846
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	5,521	7	LASK	FC Wacker Innsbruck	2.000000	1.892857	-0.478261	1.615385	1.466667	-0.400000	-0.538462	2.178571	1.000000
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	2,350	8	FC Admira Wacker Mödling	SKN St. Pölten	1.000000	0.043478	0.208333	-0.727273	-1.250000	0.300000	0.142857	0.739130	1.625000
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	3,678	8	TSV Hartberg	Wolfsberger AC	0.000000	1.083333	0.130435	0.416667	-1.166667	0.250000	0.000000	1.291667	1.478261
Bundesliga  Bundesliga	10.03.2019	2019	03	So	17:00	10,200	8	SV Mattersburg	SK Rapid Wien	1.000000	0.409091	0.257143	-0.636364	-0.090909	0.764706	-0.222222	1.227273	1.485714
Europa League  Europa League	14.03.2019	2019	03	Do	18:55	29,520	4	Red Bull Salzburg	SSC Neapel	2.000000	2.184211	3.000000	1.823529	1.380952	3.000000	0.000000	2.447368	3.000000
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	14,643	7	SK Sturm Graz	FK Austria Wien	1.000000	0.407407	0.360000	-0.166667	-0.466667	0.846154	-0.166667	1.148148	1.560000
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	6,476	3	FC Wacker Innsbruck	Red Bull Salzburg	-2.000000	0.625000	1.589744	-0.400000	-0.642857	1.833333	1.380952	0.958333	2.461538
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	4,072	7	SC Rheindorf Altach	LASK	-1.000000	0.583333	1.551724	-0.363636	0.307692	1.642857	1.466667	1.000000	2.206897
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	3,041	7	SKN St. Pölten	SV Mattersburg	-1.000000	1.080000	-0.304348	0.300000	0.066667	-0.500000	-0.090909	1.560000	1.304348
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	4,488	7	Wolfsberger AC	FC Admira Wacker Mödling	0.000000	0.791667	-0.916667	0.250000	0.000000	-0.583333	-1.250000	1.458333	0.833333
Bundesliga  Bundesliga	17.03.2019	2019	03	So	17:00	19,200	7	SK Rapid Wien	TSV Hartberg	0.000000	1.194444	-0.360000	0.764706	-0.263158	0.384615	-1.166667	1.444444	1.280000
Bundesliga  Bundesliga	30.03.2019	2019	03	Sa	17:00	11,600	13	SK Rapid Wien	FC Admira Wacker Mödling	3.000000	1.162162	-0.880000	0.722222	-0.263158	-0.583333	-1.153846	1.432432	0.840000
Bundesliga  Bundesliga	30.03.2019	2019	03	Sa	17:00	4,048	13	SC Rheindorf Altach	SV Mattersburg	1.000000	0.520000	-0.250000	-0.416667	0.307692	-0.500000	0.000000	0.960000	1.375000
Bundesliga  Bundesliga	30.03.2019	2019	03	Sa	17:00	4,635	13	TSV Hartberg	FC Wacker Innsbruck	-2.000000	1.076923	-0.600000	0.384615	-1.076923	-0.545455	-0.642857	1.269231	0.920000
Bundesliga  Bundesliga	31.03.2019	2019	03	So	17:00	10,228	14	Red Bull Salzburg	FK Austria Wien	4.000000	2.175000	0.307692	1.833333	1.409091	0.846154	-0.230769	2.475000	1.500000
Bundesliga  Bundesliga	31.03.2019	2019	03	So	14:30	8,567	14	SK Sturm Graz	SKN St. Pölten	-1.000000	0.428571	0.115385	-0.076923	-0.466667	0.181818	0.066667	1.214286	1.500000
Bundesliga  Bundesliga	31.03.2019	2019	03	So	14:30	3,691	14	Wolfsberger AC	LASK	-3.000000	0.760000	1.533333	0.230769	0.000000	1.642857	1.437500	1.440000	2.233333
ÖFB-Cup  ÖFB-Cup	03.04.2019	2019	04	Mi	18:00	13,301	3	Grazer AK 1902	Red Bull Salzburg	-6.000000	1.000000	1.658537	1.000000	0.000000	1.947368	1.409091	3.000000	2.487805
ÖFB-Cup  ÖFB-Cup	03.04.2019	2019	04	Mi	20:30	6,087	3	LASK	SK Rapid Wien	0.000000	1.935484	0.289474	1.642857	1.529412	0.842105	-0.263158	2.258065	1.473684
Bundesliga  Bundesliga	06.04.2019	2019	04	Sa	17:00	7,413	3	FC Wacker Innsbruck	SK Rapid Wien	-2.000000	0.576923	0.282051	-0.545455	-0.466667	0.842105	-0.250000	1.000000	1.461538
Bundesliga  Bundesliga	06.04.2019	2019	04	Sa	17:00	1,850	7	FC Admira Wacker Mödling	SC Rheindorf Altach	0.000000	0.153846	0.000000	-0.583333	-1.285714	-0.307692	0.307692	0.807692	1.038462
Bundesliga  Bundesliga	06.04.2019	2019	04	Sa	17:00	2,000	7	SV Mattersburg	TSV Hartberg	3.000000	0.480000	-0.407407	-0.500000	-0.076923	0.214286	-1.076923	1.320000	1.222222
Bundesliga  Bundesliga	07.04.2019	2019	04	So	14:30	10,150	7	FK Austria Wien	SK Sturm Graz	-1.000000	0.814815	-0.310345	0.846154	-0.500000	-0.142857	-0.466667	1.444444	1.172414
Bundesliga  Bundesliga	07.04.2019	2019	04	So	17:00	6,087	4	LASK	Red Bull Salzburg	-2.000000	1.875000	1.761905	1.533333	1.529412	1.947368	1.608696	2.218750	2.500000
Bundesliga  Bundesliga	07.04.2019	2019	04	So	14:30	2,277	7	SKN St. Pölten	Wolfsberger AC	-2.000000	1.000000	0.000000	0.181818	0.125000	0.000000	0.000000	1.555556	1.384615
Bundesliga  Bundesliga	13.04.2019	2019	04	Sa	17:00	12,300	7	SK Rapid Wien	SV Mattersburg	1.000000	1.225000	-0.153846	0.842105	-0.142857	-0.230769	-0.076923	1.500000	1.384615
Bundesliga  Bundesliga	13.04.2019	2019	04	Sa	17:00	2,363	7	FC Wacker Innsbruck	FC Admira Wacker Mödling	-2.000000	0.481481	-0.925926	-0.666667	-0.466667	-0.538462	-1.285714	0.962963	0.814815
Bundesliga  Bundesliga	13.04.2019	2019	04	Sa	17:00	1,832	7	TSV Hartberg	SC Rheindorf Altach	-1.000000	0.928571	0.000000	0.214286	-1.214286	-0.307692	0.285714	1.178571	1.037037
Bundesliga  Bundesliga	14.04.2019	2019	04	So	14:30	3,357	7	Wolfsberger AC	FK Austria Wien	0.000000	0.703704	0.107143	0.000000	0.153846	0.714286	-0.500000	1.444444	1.392857
Bundesliga  Bundesliga	14.04.2019	2019	04	So	17:00	11,133	7	Red Bull Salzburg	SK Sturm Graz	2.000000	2.302326	-0.266667	1.947368	1.625000	-0.142857	-0.375000	2.511628	1.233333
Bundesliga  Bundesliga	14.04.2019	2019	04	So	14:30	5,187	7	LASK	SKN St. Pölten	0.000000	1.757576	0.071429	1.312500	1.529412	0.000000	0.125000	2.151515	1.500000
Bundesliga  Bundesliga	20.04.2019	2019	04	Sa	17:00	5,912	7	SC Rheindorf Altach	SK Rapid Wien	0.000000	0.571429	0.341463	-0.307692	0.333333	0.850000	-0.142857	1.107143	1.536585
Bundesliga  Bundesliga	20.04.2019	2019	04	Sa	17:00	1,800	7	SV Mattersburg	FC Wacker Innsbruck	2.000000	0.592593	-0.607143	-0.230769	-0.142857	-0.769231	-0.466667	1.333333	0.928571
Bundesliga  Bundesliga	21.04.2019	2019	04	So	17:00	8,050	7	FK Austria Wien	LASK	0.000000	0.758621	1.382353	0.714286	-0.466667	1.235294	1.529412	1.379310	2.117647
Bundesliga  Bundesliga	21.04.2019	2019	04	So	14:30	9,376	7	SK Sturm Graz	Wolfsberger AC	-1.000000	0.419355	0.071429	-0.142857	-0.470588	0.000000	0.153846	1.193548	1.428571
Bundesliga  Bundesliga	21.04.2019	2019	04	So	14:30	3,514	7	SKN St. Pölten	Red Bull Salzburg	0.000000	0.862069	1.772727	0.000000	0.117647	1.950000	1.625000	1.482759	2.522727
Bundesliga  Bundesliga	23.04.2019	2019	04	Di	19:00	4,000	3	TSV Hartberg	SK Rapid Wien	-2.000000	0.862069	0.333333	0.133333	-1.214286	0.850000	-0.136364	1.137931	1.523810
Bundesliga  Bundesliga	23.04.2019	2019	04	Di	19:00	1,600	3	FC Admira Wacker Mödling	SV Mattersburg	-2.000000	0.250000	-0.107143	-0.538462	-1.066667	-0.071429	-0.142857	0.892857	1.392857
Bundesliga  Bundesliga	23.04.2019	2019	04	Di	19:00	2,782	3	FC Wacker Innsbruck	SC Rheindorf Altach	-4.000000	0.413793	0.034483	-0.769231	-0.562500	-0.285714	0.333333	0.896552	1.103448
Bundesliga  Bundesliga	24.04.2019	2019	04	Mi	19:00	7,850	3	FK Austria Wien	SKN St. Pölten	0.000000	0.733333	0.066667	0.666667	-0.466667	0.000000	0.117647	1.366667	1.466667
Bundesliga  Bundesliga	24.04.2019	2019	04	Mi	19:00	5,652	3	LASK	SK Sturm Graz	-1.000000	1.714286	-0.343750	1.235294	1.444444	-0.200000	-0.470588	2.085714	1.156250
Bundesliga  Bundesliga	24.04.2019	2019	04	Mi	19:00	6,181	3	Red Bull Salzburg	Wolfsberger AC	2.000000	2.266667	0.103448	1.950000	1.560000	0.000000	0.214286	2.488889	1.482759
Bundesliga  Bundesliga	27.04.2019	2019	04	Sa	17:00	13,100	4	SK Rapid Wien	TSV Hartberg	-1.000000	1.302326	-0.566667	0.850000	-0.043478	0.000000	-1.214286	1.558140	1.100000
Bundesliga  Bundesliga	27.04.2019	2019	04	Sa	17:00	1,800	4	SV Mattersburg	FC Admira Wacker Mödling	0.000000	0.689655	-0.862069	-0.071429	0.000000	-0.642857	-1.066667	1.448276	0.862069
Bundesliga  Bundesliga	27.04.2019	2019	04	Sa	17:00	4,087	4	SC Rheindorf Altach	FC Wacker Innsbruck	-3.000000	0.666667	-0.766667	-0.285714	0.562500	-1.000000	-0.562500	1.166667	0.866667
Bundesliga  Bundesliga	28.04.2019	2019	04	So	14:30	4,020	4	SKN St. Pölten	FK Austria Wien	-1.000000	0.870968	0.096774	0.000000	0.111111	0.625000	-0.466667	1.451613	1.354839
Bundesliga  Bundesliga	28.04.2019	2019	04	So	17:00	9,267	4	SK Sturm Graz	LASK	-1.000000	0.424242	1.277778	-0.200000	-0.388889	1.111111	1.444444	1.212121	2.027778
Bundesliga  Bundesliga	28.04.2019	2019	04	So	14:30	3,409	4	Wolfsberger AC	Red Bull Salzburg	1.000000	0.733333	1.739130	0.000000	0.066667	1.952381	1.560000	1.433333	2.500000
ÖFB-Cup  ÖFB-Cup	01.05.2019	2019	05	Mi	16:30	24,200	3	Red Bull Salzburg	SK Rapid Wien	2.000000	2.234043	0.340909	1.952381	1.461538	0.761905	-0.043478	2.446809	1.522727
Bundesliga  Bundesliga	04.05.2019	2019	05	Sa	17:00	3,800	3	FC Admira Wacker Mödling	SK Rapid Wien	-1.000000	0.200000	0.288889	-0.642857	-1.000000	0.761905	-0.125000	0.866667	1.488889
Bundesliga  Bundesliga	04.05.2019	2019	05	Sa	17:00	4,217	7	FC Wacker Innsbruck	TSV Hartberg	1.000000	0.387097	-0.516129	-1.000000	-0.352941	0.000000	-1.066667	0.935484	1.161290
Bundesliga  Bundesliga	05.05.2019	2019	05	So	17:00	9,578	7	FK Austria Wien	Red Bull Salzburg	-1.000000	0.750000	1.687500	0.625000	-0.375000	1.954545	1.461538	1.406250	2.458333
Bundesliga  Bundesliga	05.05.2019	2019	05	So	14:30	3,337	7	SKN St. Pölten	SK Sturm Graz	-1.000000	0.812500	-0.323529	-0.071429	0.111111	-0.250000	-0.388889	1.406250	1.176471
Bundesliga  Bundesliga	05.05.2019	2019	05	So	14:30	5,342	7	LASK	Wolfsberger AC	3.000000	1.675676	0.064516	1.111111	1.421053	0.062500	0.066667	2.054054	1.483871
Bundesliga  Bundesliga	11.05.2019	2019	05	Sa	17:00	13,800	7	SK Rapid Wien	FC Wacker Innsbruck	1.000000	1.282609	-0.593750	0.761905	-0.080000	-0.866667	-0.352941	1.521739	1.000000
Bundesliga  Bundesliga	11.05.2019	2019	05	Sa	17:00	3,508	7	SC Rheindorf Altach	FC Admira Wacker Mödling	0.000000	0.548387	-0.838710	-0.466667	0.562500	-0.666667	-1.000000	1.129032	0.838710
Bundesliga  Bundesliga	11.05.2019	2019	05	Sa	17:00	2,312	7	TSV Hartberg	SV Mattersburg	1.000000	0.843750	-0.033333	0.000000	-1.062500	-0.066667	0.000000	1.125000	1.433333
Bundesliga  Bundesliga	12.05.2019	2019	05	So	14:30	8,168	7	SK Sturm Graz	FK Austria Wien	-2.000000	0.400000	0.090909	-0.250000	-0.315789	0.529412	-0.375000	1.228571	1.363636
Bundesliga  Bundesliga	12.05.2019	2019	05	So	17:00	11,457	7	Red Bull Salzburg	LASK	1.000000	2.224490	1.315789	1.954545	1.444444	1.210526	1.421053	2.469388	2.078947
Bundesliga  Bundesliga	12.05.2019	2019	05	So	14:30	2,916	7	Wolfsberger AC	SKN St. Pölten	4.000000	0.718750	0.000000	0.062500	-0.125000	-0.133333	0.111111	1.437500	1.363636
Bundesliga  Bundesliga	18.05.2019	2019	05	Sa	17:00	4,200	7	SV Mattersburg	SK Rapid Wien	1.000000	0.677419	0.319149	-0.066667	-0.062500	0.772727	-0.080000	1.387097	1.553191
Bundesliga  Bundesliga	18.05.2019	2019	05	Sa	17:00	3,850	7	FC Admira Wacker Mödling	FC Wacker Innsbruck	1.000000	0.218750	-0.606061	-0.666667	-0.941176	-0.866667	-0.388889	0.843750	0.969697
Bundesliga  Bundesliga	18.05.2019	2019	05	Sa	17:00	4,700	7	SC Rheindorf Altach	TSV Hartberg	2.000000	0.531250	-0.484848	-0.437500	0.562500	0.058824	-1.062500	1.125000	1.181818
