,competition,date,gameday,guest_coach,guest_game_system,guest_team_id,guest_team_name,home_coach,home_game_system,home_team_id,home_team_name,identifier,result,saison,time,viewers,weekday,day,month,year
1936,2. Liga,2013-10-18 18:30:00,13,Kurt Russ,4-4-2,2394,SV Kapfenberg,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,19a0a726ba4637551603d9dc571c71f768f634334c19f5082b7872fec6b345e4,0:2,2013/14,18:30,1200,4,18,10,2013
1937,2. Liga,2013-10-22 18:00:00,14,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,872963a4a920738f54e313f8f0df2c215d7333ec91d7b2df4e48d1fc55a2da02,4:0,2013/14,18:00,600,1,22,10,2013
1938,2. Liga,2013-10-25 18:30:00,15,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,faa32eeb7f99eb90c36bcad65cbbbca23a7cb4dec007d9d780b793382fb63200,2:2,2013/14,18:30,1200,4,25,10,2013
1940,2. Liga,2013-08-11 18:30:00,17,Franz Lederer,4-1-4-1,856,SV Mattersburg,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,8258385328618b592475599f204b5541d3eddfcb920bf4355ef62a771083e429,1:3,2013/14,18:30,1500,6,11,8,2013
1941,2. Liga,2013-11-22 18:30:00,18,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,92abb8bd7dcb7afd5a4d7054e5b4a4a73308cbe45959a5a3498dfe40053c15ad,1:0,2013/14,18:30,1100,4,22,11,2013
1942,2. Liga,2013-11-29 18:30:00,19,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,0a24d3b9484778b6cd5261ee9dc1bdd161958d8a2bd0b539bfb1a2cef9b3e6b0,1:0,2013/14,18:30,600,4,29,11,2013
1943,2. Liga,2014-02-28 18:30:00,20,Peter Zeidler,4-1-3-2,37024,FC Liefering,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,88d54a5bd1d14a93391218500971e5416aea8e2de5e1aab29bab657850f6740b,2:1,2013/14,18:30,1000,4,28,2,2014
1944,2. Liga,2014-07-03 18:30:00,21,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,a53e1ce045a6034b1934363846a23c257aa4100eb21a095b55f045e716fadd03,0:2,2013/14,18:30,1200,3,3,7,2014
1946,2. Liga,2014-03-14 18:30:00,23,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,Ivica Vastic,4-1-4-1,856,SV Mattersburg,1a35265075a124cd28f6dacfe5df0b8643fd63add728a624889dafde10245514,2:2,2013/14,18:30,1800,4,14,3,2014
1947,2. Liga,2014-03-21 18:30:00,24,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,Helgi Kolvidsson,4-4-2 Raute,541,SC Austria Lustenau,76b9e0f318cb916eb8d76e9f3845fd992ae4e068d431e5b11d7897d518c760b8,1:1,2013/14,18:30,2200,4,21,3,2014
1948,2. Liga,2014-03-25 18:30:00,25,Kurt Russ,4-4-2,2394,SV Kapfenberg,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,9a1ebb5187b0e7295b0a60611bd8b464f9b65aae2e365a91904dddb230aea974,1:5,2013/14,18:30,1050,1,25,3,2014
1949,2. Liga,2014-03-28 18:30:00,26,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,29cf1e00dc92e1a85fd36a5296e74a60c9fa41d9b0f613dd9d9789f9311ea88f,1:1,2013/14,18:30,1650,4,28,3,2014
1950,2. Liga,2014-04-04 20:30:00,27,Mario Posch,4-2-3-1 ,2364,First Vienna FC,Christian Ilzer,4-2-3-1 ,4467,TSV Hartberg,090c2fabddca0470ea288a83e1430231a2efb988f7bab5be551183535751cf87,2:1,2013/14,20:30,1001,4,4,4,2014
1951,2. Liga,2014-08-04 18:30:00,28,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,b822a5ece6a387c2ec0803ecdfd0c576fa8dceb6bebe2a633e18a1462f90dfdd,2:0,2013/14,18:30,1000,0,4,8,2014
1952,2. Liga,2014-11-04 18:30:00,29,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,Peter Zeidler,4-3-3 defensiv,37024,FC Liefering,2e1d7d819b114f332a390d30c6369c46fa03d5f1f4e89c8c8668ec4a6bb3f3a2,2:2,2013/14,18:30,320,1,4,11,2014
1953,2. Liga,2014-04-22 18:30:00,30,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,74bede8a3c8dceb953ed3b13868bc30bd0d4314bf992414d2e5fc65903f452a4,1:3,2013/14,18:30,1200,1,22,4,2014
1955,2. Liga,2014-04-29 18:30:00,32,Ivica Vastic,4-2-3-1 ,856,SV Mattersburg,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,49a24bfd6e203176989480fa94ea6250c6e1d3a109822ba51e44f52d013c6099,0:0,2013/14,18:30,1100,1,29,4,2014
1956,2. Liga,2014-02-05 18:30:00,33,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,de498d38a3622ebde4f56b664c00fe3058d7ec492b65f0b26b43c013d6f70198,1:0,2013/14,18:30,1000,2,5,2,2014
1957,2. Liga,2014-10-05 16:30:00,34,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,Kurt Russ,4-4-2,2394,SV Kapfenberg,8a6bae9d05b59156c522bc82e5d7393d71ca60541331d2ebd0cca9b854ed3c86,1:2,2013/14,16:30,1000,6,5,10,2014
1958,2. Liga,2014-05-13 18:30:00,35,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,3ae474427dd693d219da0f0e2a1d6a9882e64eb5533504679d325118dae9dae6,0:0,2013/14,18:30,800,1,13,5,2014
1959,2. Liga,2014-05-23 18:00:00,36,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,Mario Posch,4-2-3-1 ,2364,First Vienna FC,0d6c7786c092fc96822b3a34483ef86fd7488c6a11ded57563794b02a1eff311,1:0,2013/14,18:00,140,4,23,5,2014
1960,ÖFB-Cup,2013-07-13 17:00:00,1.Runde,Bruno Friesenbichler,4-2-3-1 ,4467,TSV Hartberg,,,18566,ASK Bad Vöslau,876112e99f07d44094890ff7b627517c49188d6ac1b776f8031aa3b70de1f585,2:3,2013/14,17:00,380,5,13,7,2013
1961,ÖFB-Cup,2013-09-23 16:00:00,2.Runde,Bruno Friesenbichler,4-1-4-1,4467,TSV Hartberg,,,4429,SAK Klagenfurt,14afca850f959d184e51e6840b91bfa0dc72ea68ba8ea7c1aecc86ae3eb01c96,4:2  n.V.,2013/14,16:00,200,0,23,9,2013
1962,2. Liga,2013-07-19 18:30:00,1,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,9f4640c23840f36771be23c47e1970f58d810bd02a3e61bbd68ceebaa22b2818,0:0,2013/14,18:30,1100,4,19,7,2013
1964,2. Liga,2013-02-08 18:30:00,3,Helgi Kolvidsson,4-1-4-1,541,SC Austria Lustenau,Martin Scherb,4-4-2,2662,SKN St. Pölten,734dc8d3c4f38e3204299d2a756d53782f5894b5dd3bef0d29b94b24bdd43505,2:0,2013/14,18:30,2700,4,8,2,2013
1965,2. Liga,2013-06-08 18:30:00,4,Kurt Garger,4-1-4-1,2364,First Vienna FC,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,b45c62cf4e987967f872c2af7b11cb2552612eb7fa202c9c311555ac3bc442ff,0:0,2013/14,18:30,3000,5,8,6,2013
1966,2. Liga,2013-09-08 18:30:00,5,Wilhelm Schuldes,4-3-3 defensiv,10044,SV Horn,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,094d1f42912f86a33737c00d7729c739d854f9f853cbf7c849d75b63cb083d93,3:0,2013/14,18:30,2800,6,8,9,2013
1967,2. Liga,2013-08-16 18:30:00,6,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Kurt Russ,4-4-2,2394,SV Kapfenberg,8d83eeda0f03fde3f0037531c4a68000f87dc7aacbe319adfed9f6d378a0cbae,1:3,2013/14,18:30,800,4,16,8,2013
1968,2. Liga,2013-08-23 18:30:00,7,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,6ff4fb5cab08618c7ae3fe725e2f75001d882f582abdf871d41c6068dc2ae1a3,3:3,2013/14,18:30,4200,4,23,8,2013
1970,2. Liga,2013-09-13 20:30:00,9,Alfred Tatar,4-2-3-1 ,856,SV Mattersburg,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,c3a89878d4c4e3f90ea61ca47394f6356099832ee52ff0996c1bffe82533e067,4:0,2013/14,20:30,4200,4,13,9,2013
1971,2. Liga,2013-09-20 18:30:00,10,Paul Hafner,4-1-4-1,4320,SC/ESV Parndorf,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,64c420d46f459b8711128a4e28b1af6a809c4c9f0d26fc7f06fd2f9d22a1836d,2:1,2013/14,18:30,3300,4,20,9,2013
1973,2. Liga,2013-04-10 18:30:00,12,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,ae3518fb59bc31837868da2330c786c8c102faa26efb1be7930c96d127fb4612,1:1,2013/14,18:30,3300,2,10,4,2013
1974,2. Liga,2013-10-18 18:30:00,13,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,ecc98b9e5a7bebe1d823e40a83609f8c09ef6d4946b477b7e24e900564e7ec01,0:2,2013/14,18:30,1700,4,18,10,2013
1975,2. Liga,2013-10-21 18:30:00,14,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Wilhelm Schuldes,4-3-3 defensiv,10044,SV Horn,611a63dfe0702a484d9556fe8691a91da6750f13975b928e1b77532da56e134c,0:2,2013/14,18:30,970,0,21,10,2013
1976,2. Liga,2013-10-25 18:30:00,15,Kurt Russ,4-4-2,2394,SV Kapfenberg,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,24339231163dcf77f5ef49a05cbea8700fffdbda0fa6420aa67c044af9961877,2:4,2013/14,18:30,4200,4,25,10,2013
1977,2. Liga,2013-04-11 18:30:00,16,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,94d91eb5af68fd60675346eeba3ff561944c2b844ec8c1fdb565bfd905dc6274,1:1,2013/14,18:30,375,3,11,4,2013
1979,2. Liga,2013-11-22 18:30:00,18,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Franz Lederer,4-1-4-1,856,SV Mattersburg,480bbf15281164e7dcd3c1caf7e110e1a36d12f5087f9e16d1f56da162c27206,2:2,2013/14,18:30,1500,4,22,11,2013
1980,2. Liga,2013-11-29 18:30:00,19,Franz Lederer,4-2-3-1 ,856,SV Mattersburg,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,555a031460fb2466e98231c81fae1e989a75dbb96ff31ead56a161475506b5e1,4:0,2013/14,18:30,2300,4,29,11,2013
1981,2. Liga,2014-02-28 18:30:00,20,Helgi Kolvidsson,4-4-2,541,SC Austria Lustenau,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,29da72652bc761ece67bf851c688af0e20c5a24fc506e9b707fa244c3388cde0,0:0,2013/14,18:30,1850,4,28,2,2014
1982,2. Liga,2014-07-03 18:30:00,21,Helgi Kolvidsson,4-4-2 doppel 6,541,SC Austria Lustenau,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,c22cb611af3ec973d3a0a1065731365b3d64c72f4ae53bad6516f4eb67516289,2:4,2013/14,18:30,200,3,3,7,2014
1983,2. Liga,2014-11-03 18:30:00,22,Kurt Russ,4-4-2,2394,SV Kapfenberg,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,c568b00d579b611dbb8f00a28e548b9064102f0e22e183ca14c019b2126cb4ba,2:0,2013/14,18:30,2300,0,3,11,2014
1984,2. Liga,2014-03-14 20:30:00,23,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,f5359efff8179484641f04d9a1b82323779fc510d867fde0cea064dd64ef5a50,2:0,2013/14,20:30,800,4,14,3,2014
1987,2. Liga,2014-03-28 18:30:00,26,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Mario Posch,4-4-2 doppel 6,2364,First Vienna FC,026307e2a8575835f8e7bd534ae0a6f4811dbda1f9b70a047db8c49b6c20f1b4,0:1,2013/14,18:30,1200,4,28,3,2014
1988,2. Liga,2014-04-04 18:30:00,27,Paul Hafner,4-4-2 doppel 6,4320,SC/ESV Parndorf,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,2dba1aa254c467b5f6cc144a922b0471a54dcad3d52bfe2b622592038a4524c3,1:0,2013/14,18:30,2300,4,4,4,2014
1989,2. Liga,2014-08-04 18:30:00,28,Helgi Kolvidsson,3-4-3,541,SC Austria Lustenau,Ivica Vastic,4-4-2 doppel 6,856,SV Mattersburg,dc335705d12bae5752b969a0dbf9b26f8902e2954b4ae6c23d36ae0e28633b0a,2:1,2013/14,18:30,1700,0,4,8,2014
1990,2. Liga,2014-11-04 20:30:00,29,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,42c0b36e9d318a7b6f0e7dd2fa582c9ca3417e8b820e031733a9e86e7dfb68fd,0:2,2013/14,20:30,3000,1,4,11,2014
1991,2. Liga,2014-04-22 18:30:00,30,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,28bdbf5c0145572b6d47afb66b8244e66315a8747d833afa23a98f3a77a765f3,4:1,2013/14,18:30,1900,1,22,4,2014
1992,2. Liga,2014-04-25 20:30:00,31,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Kurt Russ,4-4-2,2394,SV Kapfenberg,a8eb80d663db325e212ad0ba01f4e1ba1afff2f66d32201661be87ef0b4050b7,2:3,2013/14,20:30,420,4,25,4,2014
1993,2. Liga,2014-04-29 18:30:00,32,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,0bce8e01d107d9130ab7c4e5a9c6fbc973429cff6bcdbc94d0b1469f01c19845,1:2,2013/14,18:30,1800,1,29,4,2014
1996,2. Liga,2014-05-13 18:30:00,35,Mario Posch,4-1-4-1,2364,First Vienna FC,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,50e8d0660ae0997bab0b1fbc6519c130fa93421d8fc221a4b04b0174f79496a1,2:1,2013/14,18:30,1700,1,13,5,2014
1997,2. Liga,2014-05-23 18:00:00,36,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,Paul Hafner,4-4-2 doppel 6,4320,SC/ESV Parndorf,6f31329f6402f0306c3b0c2591cb8cc64be904474088469cdbce6e52249891cd,1:1,2013/14,18:00,950,4,23,5,2014
1998,ÖFB-Cup,2013-07-13 19:30:00,1.Runde,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,,,9128,SV Stegersbach,4c49112cccad75879d5d11f7fa7f84bc18226200dab4e027cbba3cdd1e7cba09,0:2,2013/14,19:30,304,5,13,7,2013
1999,ÖFB-Cup,2013-09-24 19:00:00,2.Runde,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,,,1521,SK Vorwärts Steyr,6afe7584071cf2306244f7a96a5c231f8dcb1d048266e3f9a99d8834e4fe6965,1:2,2013/14,19:00,800,1,24,9,2013
2000,ÖFB-Cup,2013-10-30 18:00:00,Achtelfinale,,,122,SK Sturm Graz,Helgi Kolvidsson,4-2-3-1 ,541,SC Austria Lustenau,9b8cd681179cc5cc0c89937f9e85175c0d9c36936e132d659f46de0496b92670,0:4,2013/14,18:00,5200,2,30,10,2013
2001,2. Liga,2013-07-19 20:30:00,1,Alfred Tatar,4-4-2 doppel 6,856,SV Mattersburg,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,39b8efffc2127ea431a0d9a6d17dc5909ab3ebe261792e041a579c3840bdf72a,3:0,2013/14,20:30,328,4,19,7,2013
2002,2. Liga,2013-07-26 18:30:00,2,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,953f2b64248419c91608692b9b9f082d78c5184153c1a7dd583c5e769fefce5f,2:4,2013/14,18:30,1350,4,26,7,2013
2003,2. Liga,2013-02-08 18:30:00,3,Paul Hafner,4-2-3-1 ,4320,SC/ESV Parndorf,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,c41c44d2c1f2901d593111413c60558505e5f47c559e1234489f04bdbdc5991b,4:1,2013/14,18:30,330,4,8,2,2013
2005,2. Liga,2013-09-08 18:30:00,5,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,fff80731aba258e8105a1f46ada779eb080b1e0c1fa06c70ee0935600cbde7f2,1:0,2013/14,18:30,1300,6,8,9,2013
2008,2. Liga,2013-08-30 18:30:00,8,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Martin Scherb,4-4-2 doppel 6,2662,SKN St. Pölten,77d31420b2c90001957f7c3fbd0222f40de71fcbdfbe6a3222f49335df65e3eb,1:4,2013/14,18:30,2500,4,30,8,2013
2009,2. Liga,2013-09-13 18:30:00,9,Kurt Russ,4-1-4-1,2394,SV Kapfenberg,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,f5857b4f554fefc24eaa8924af20c6e827f90bdf3f0d78bc96c6d4d5b0855e04,0:2,2013/14,18:30,300,4,13,9,2013
2010,2. Liga,2013-09-20 20:30:00,10,Peter Zeidler,4-3-3 defensiv,37024,FC Liefering,Alfred Tatar,4-4-2 doppel 6,856,SV Mattersburg,d07aed5ffb8d1ac168e915b8876bd2fb7c060f07a34722b44e979fe117c38e22,2:0,2013/14,20:30,1500,4,20,9,2013
2011,2. Liga,2013-09-27 18:30:00,11,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,Peter Zeidler,4-3-3 defensiv,37024,FC Liefering,1e130080deb1b058317ef82be4785c99c01fc7426382a33d430176ecc3b13afb,4:2,2013/14,18:30,250,4,27,9,2013
2012,2. Liga,2013-04-10 20:30:00,12,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,2378b89403f5fe0940e7136cca180cafea1890ae72253fcb952916600bb68de2,0:0,2013/14,20:30,550,2,10,4,2013
2014,2. Liga,2013-10-22 18:00:00,14,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,5fd913ef8f6f6aa6cf0312c9f7fd0f110e41a899365eecc06f393fd17a873721,0:2,2013/14,18:00,300,1,22,10,2013
2017,2. Liga,2013-08-11 18:30:00,17,Gerald Baumgartner,4-2-3-1 ,2662,SKN St. Pölten,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,4bcb1c301bf1487ac8ea871396e0ab7c4df4d2b28f43dc32df3febfcde4eecdc,0:1,2013/14,18:30,310,6,11,8,2013
2018,2. Liga,2013-11-22 20:30:00,18,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Kurt Russ,4-4-2,2394,SV Kapfenberg,74bff8800310ddfab9d23690a239d12fa909a90fe14d811a6b867e6b30e3f07d,0:1,2013/14,20:30,800,4,22,11,2013
2022,2. Liga,2014-11-03 18:30:00,22,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,14507a1c5449fdba45b30e1debf233da81392172a4dbf34feb0b1580a14ef086,0:1,2013/14,18:30,200,0,3,11,2014
2023,2. Liga,2014-03-14 18:30:00,23,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,4e717bbc008894125092c25b2f4ffb3d03fbb30d6f7f7f80d55285a23b48eca2,1:1,2013/14,18:30,1400,4,14,3,2014
2024,2. Liga,2014-03-21 18:30:00,24,Wilhelm Schuldes,4-2-3-1 ,10044,SV Horn,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,95516a05e16e780963b5a2098a0c7aebcf4c97c1e8d3ce717f6be8917405cc32,1:1,2013/14,18:30,100,4,21,3,2014
2025,2. Liga,2014-03-25 18:30:00,25,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,Ivica Vastic,4-4-2 doppel 6,856,SV Mattersburg,64a8fbaf466dc7f9f6914653f07a7fba4f9c4dbc9b2272a13c6df6cb9396965c,0:5,2013/14,18:30,1400,1,25,3,2014
2026,2. Liga,2014-03-28 18:30:00,26,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,Kurt Russ,4-4-2,2394,SV Kapfenberg,d613bf724e5db0fb3d5454f9e55355bdf805fead30efcfee4d2ec0b39d308d15,1:3,2013/14,18:30,890,4,28,3,2014
2027,2. Liga,2014-04-04 18:30:00,27,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Peter Zeidler,4-3-3 offensiv,37024,FC Liefering,9e8661fe75975521c48067210b3752cbd431946412107f3bac11a885ca34fc9c,3:0,2013/14,18:30,200,4,4,4,2014
2031,2. Liga,2014-04-25 18:30:00,31,Peter Zeidler,4-3-3 defensiv,37024,FC Liefering,Paul Hafner,4-2-3-1 ,4320,SC/ESV Parndorf,15f49ebca947b25f8fdb3e618330e4610a8ab4381bb8118e8aa848ad671bd81c,2:1,2013/14,18:30,700,4,25,4,2014
2032,2. Liga,2014-04-29 18:30:00,32,Mario Posch,4-3-3 offensiv,2364,First Vienna FC,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,a84d0914ea510f80b81d63645538532875945fa6b73bbfa14fccea340888ff70,2:1,2013/14,18:30,200,1,29,4,2014
2033,2. Liga,2014-02-05 18:30:00,33,Peter Zeidler,4-4-2 doppel 6,37024,FC Liefering,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,9dd2a568bb6bbc40fa3cc6af15a1a58e1899ebdce0d4181adbc32bee04300970,1:4,2013/14,18:30,1100,2,5,2,2014
2034,2. Liga,2014-10-05 16:30:00,34,Ivica Vastic,4-2-3-1 ,856,SV Mattersburg,Peter Zeidler,4-1-4-1,37024,FC Liefering,ad439ba72fe5ee212a58d49dba19a56648f6870503f2b0dbf4c99c1d2a578cff,3:1,2013/14,16:30,100,6,5,10,2014
2035,2. Liga,2014-05-13 18:30:00,35,Kurt Russ,4-4-2,2394,SV Kapfenberg,Peter Zeidler,4-3-3 defensiv,37024,FC Liefering,1be94fa5c29f8818de373117df6df46892d6ee7623ea096e506e45047b3c4157,1:0,2013/14,18:30,100,1,13,5,2014
2036,2. Liga,2014-05-23 18:00:00,36,Peter Zeidler,4-1-4-1,37024,FC Liefering,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,f432440b46d02717e9abf7a52fd128e077bc3394c856ca098b9a537d60e08c48,0:4,2013/14,18:00,1800,4,23,5,2014
2037,2. Liga,2013-07-19 18:30:00,1,Kurt Russ,4-4-2,2394,SV Kapfenberg,Martin Scherb,4-4-2 doppel 6,2662,SKN St. Pölten,e860c7d7434f280d3e54577e111b0b083e4462e995356f8f68986b604ab678cc,4:0,2013/14,18:30,2200,4,19,7,2013
2038,2. Liga,2013-07-26 18:30:00,2,Martin Scherb,4-4-2,2662,SKN St. Pölten,Alfred Tatar,4-4-2 doppel 6,856,SV Mattersburg,bd4b00def1749fc23921e20718e16523937e6067a36dda4e7ec31b9c615cc527,0:1,2013/14,18:30,2500,4,26,7,2013
2040,2. Liga,2013-06-08 18:30:00,4,Martin Scherb,4-4-2 doppel 6,2662,SKN St. Pölten,Paul Hafner,4-1-4-1,4320,SC/ESV Parndorf,7bde84aa910c5502d77c0feba48c94524a599404f236c68c86b190dc32545b0f,2:0,2013/14,18:30,950,5,8,6,2013
2042,2. Liga,2013-08-16 18:30:00,6,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,Martin Scherb,4-4-2,2662,SKN St. Pölten,01e2015a38bc031bed4843a06a6fdd01d0b7917202f0974d75719c1a0800aae9,1:2,2013/14,18:30,2350,4,16,8,2013
2043,2. Liga,2013-08-23 20:30:00,7,Martin Scherb,4-4-2,2662,SKN St. Pölten,Wilhelm Schuldes,4-3-3 offensiv,10044,SV Horn,1c342fbf8c7aa7ec24d168cbad20978a230ae05548c0aeadffec8c89b208aad8,3:1,2013/14,20:30,2200,4,23,8,2013
2046,2. Liga,2013-09-20 18:30:00,10,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Kurt Russ,4-4-2,2394,SV Kapfenberg,1eea2cd69541ac3a28b8af0a4e5d1c0ed1f556d5e89509db84a0a3372894cd72,1:0,2013/14,18:30,1000,4,20,9,2013
2047,2. Liga,2013-09-27 18:30:00,11,Alfred Tatar,4-4-2 doppel 6,856,SV Mattersburg,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,9157a284286894dedd9c6f196c89446364bbe6c4201df545800aff369e5a455d,1:0,2013/14,18:30,1920,4,27,9,2013
2049,2. Liga,2013-10-18 18:30:00,13,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,Gerald Baumgartner,4-2-3-1 ,2662,SKN St. Pölten,582673bea8a43a9da9b2d9a1c89193580528ceeba9646119032c21fa2a1ad336,2:0,2013/14,18:30,2700,4,18,10,2013
2051,2. Liga,2013-10-25 20:30:00,15,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Kurt Garger,4-2-3-1 ,2364,First Vienna FC,4deaca89e2fa8e7caf2539de1a3cfa57f4ee9272fb209d01ed4f4a3fe964fb18,1:2,2013/14,20:30,1300,4,25,10,2013
2052,2. Liga,2013-01-11 18:30:00,16,Wilhelm Schuldes,4-2-3-1 ,10044,SV Horn,Gerald Baumgartner,4-2-3-1 ,2662,SKN St. Pölten,22b1d3fa638ba2a70247acaae5a9986a74f3c8059fbd612eb079499b7dff3750,5:2,2013/14,18:30,3250,4,11,1,2013
2055,2. Liga,2013-11-29 18:30:00,19,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Kurt Russ,4-4-2,2394,SV Kapfenberg,422a91325057e0b9843a197c70e6ff3fcec1334d427eddf1d8623ec4c867e042,2:2,2013/14,18:30,500,4,29,11,2013
2057,2. Liga,2014-07-03 18:30:00,21,Gerald Baumgartner,4-1-4-1,2662,SKN St. Pölten,Paul Hafner,4-4-2,4320,SC/ESV Parndorf,807048f03e3237c2533a7bc0e4e2ad43c1965652a9caa19bbd3facb64fa61446,0:0,2013/14,18:30,850,3,3,7,2014
